pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-836 b,TOI-836,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.81673000,0.042200,1.704,0.152,4.53000,0.01425,Mass,0.053000,78.84,871,0,K V,4552.00,0.67,0.68,-0.284,[Fe/H],4.74,15h00m19.17s,225.0798831,-24d27m15.13s,-24.4542022,27.5024000,9.9200000,6.8040000,9.4047500,2023-02-25,2023-02,2023-02-25
TOI-836 c,TOI-836,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,8.59545000,0.075000,2.587,0.231,9.60000,0.03020,Mass,0.078000,26.71,665,1,K V,4552.00,0.67,0.68,-0.284,[Fe/H],4.74,15h00m19.17s,225.0798831,-24d27m15.13s,-24.4542022,27.5024000,9.9200000,6.8040000,9.4047500,2023-02-25,2023-02,2023-02-25
TOI-837 b,TOI-837,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,8.32487620,,8.631,0.770,381.39600,1.20000,Msini,0.000000,,,0,G0/F9 V,6047.00,1.02,1.12,-0.069,[Fe/H[,4.47,10h28m08.95s,157.0372806,-64d30m18.76s,-64.5052107,142.4880000,10.6350000,8.9330000,10.3560000,2020-10-16,2020-11,2020-10-22
TOI-849 b,TOI-849,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,0.76552414,0.015980,3.444,0.307,39.09000,0.12299,Mass,0.000000,,,0,G,5373.80,0.92,0.93,0.190,[Fe/H],4.48,01h54m51.79s,28.7157956,-29d25m18.15s,-29.4217086,225.7340000,11.9810000,10.4180000,12.0645000,2020-07-02,2020-07,2020-07-09
TOI-858 B b,TOI-858 B,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.27971780,0.044350,14.067,1.255,349.61125,1.10000,Mass,0.150000,908.90,1529,0,G0,5842.00,1.31,1.08,0.153,[Fe/H],4.24,04h00m47.96s,60.1998256,-54d35m34.50s,-54.5929177,250.4890000,11.1830000,9.7220000,11.0695000,2023-10-09,2023-09,2023-10-09
TOI-871 b,TOI-871,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,14.36256500,0.105400,1.664,0.148,,,,,24.78,621,0,,4929.00,0.72,0.76,-0.070,[Fe/H],4.60,04h58m57.03s,74.7376264,-50d37m38.70s,-50.6274153,68.0473000,10.5690000,8.3800000,10.3452000,2024-04-15,2023-11,2024-04-15
TOI-892 b,TOI-892,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,10.62656000,0.092000,11.994,1.070,301.93850,0.95000,Mass,0.125000,,1397,0,F,6261.00,1.39,1.28,0.240,[Fe/H],4.26,05h46m57.17s,86.7382280,-11d14m07.22s,-11.2353401,340.5430000,11.4300000,10.1060000,11.3435000,2020-12-10,2020-11,2020-12-17
TOI-904 b,TOI-904,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,10.87720000,0.056000,2.426,0.216,,,,,,429,0,,3770.20,0.53,0.56,0.022,[Fe/H],,05h57m29.11s,89.3712733,-83d07m47.02s,-83.1297264,46.0891000,12.5880000,8.7660000,11.8559000,2024-03-04,2023-12,2024-03-04
TOI-904 c,TOI-904,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,83.99970000,0.312000,2.167,0.193,,,,,,217,0,,3770.20,0.53,0.56,0.022,[Fe/H],,05h57m29.11s,89.3712733,-83d07m47.02s,-83.1297264,46.0891000,12.5880000,8.7660000,11.8559000,2024-03-04,2023-12,2024-03-04
TOI-905 b,TOI-905,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.73949400,0.046660,13.126,1.171,211.99261,0.66700,Mass,0.024000,337.00,1192,0,,5570.00,0.92,0.97,0.140,[Fe/H],4.50,15h10m38.08s,227.6586754,-71d21m41.87s,-71.3616316,158.6490000,11.0800000,9.4480000,11.0813000,2021-02-08,2020-11,2021-02-11
TOI-908 b,TOI-908,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.18379200,0.041657,3.186,0.284,16.13700,0.05077,Mass,0.132000,80.88,1317,0,G V,5626.00,1.03,0.95,0.080,[Fe/H],4.45,03h32m38.26s,53.1594266,-81d15m02.68s,-81.2507450,175.7480000,11.3160000,9.6370000,11.1061000,2023-07-10,2023-06,2023-07-10
TOI-913 b,TOI-913,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,11.09864400,,2.453,0.219,,,,,,712,0,,4969.00,0.73,0.82,-0.133,[Fe/H],4.62,15h38m17.36s,234.5723244,-80d48m12.34s,-80.8034265,65.1769000,10.4520000,8.2730000,10.1919000,2023-05-26,2023-01,2023-05-26
TOI-942 b,TOI-942,1,3,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,4.32421000,0.048660,3.890,0.347,,,,0.340000,,,0,,,0.89,0.82,,,,05h06m35.91s,76.6496172,-20d14m44.21s,-20.2456126,152.6010000,11.9820000,9.6390000,11.6346000,2023-04-17,2021-08,2023-04-17
TOI-942 c,TOI-942,1,3,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,10.15627200,0.085980,4.670,0.417,,,,0.320000,,,0,,,0.89,0.82,,,,05h06m35.91s,76.6496172,-20d14m44.21s,-20.2456126,152.6010000,11.9820000,9.6390000,11.6346000,2023-04-17,2021-08,2023-04-17
TOI-954 b,TOI-954,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,3.68497290,0.049630,9.550,0.852,55.30242,0.17400,Mass,0.140000,1393.00,1526,0,,5710.00,1.89,1.20,0.215,[Fe/H],3.96,04h07m45.85s,61.9410587,-25d12m31.69s,-25.2088028,238.7680000,10.3430000,8.7790000,10.2321000,2020-11-13,2021-02,2020-11-19
TOI-969 b,TOI-969,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.82373050,0.026360,2.765,0.247,9.10000,0.02863,Mass,,188.00,941,0,K V,4435.00,0.67,0.73,0.175,[Fe/H],4.55,07h40m32.80s,115.1366858,+02d05m54.92s,2.0985879,77.2554000,11.6460000,8.8790000,11.2667000,2022-10-31,2022-10,2022-10-31
WASP-126 c,WASP-126,1,1,2,Transit Timing Variations,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,7.63000000,,,,64.20000,0.20199,Mass,0.050000,,,0,,5800.00,1.27,1.12,,,,04h13m29.93s,63.3747060,-69d13m35.73s,-69.2265926,216.5260000,10.9940000,9.5980000,11.0665000,2019-12-02,2019-12,2019-12-05
WASP-132 c,WASP-132,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.01153400,0.018200,1.850,0.165,37.35000,0.11752,Mass,0.130000,,,0,K4,4714.00,0.75,0.78,0.180,[Fe/H],4.58,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160,122.9100000,11.9380000,9.6740000,11.7538000,2022-05-23,2022-05,2022-05-23
WASP-18 c,WASP-18,1,2,2,Transit Timing Variations,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,1,2.15580000,0.035000,,,55.20000,0.17368,Mass,0.015000,,,0,,6400.00,1.23,1.22,,,,01h37m25.07s,24.3544618,-45d40m40.06s,-45.6777937,123.4830000,9.2800000,8.1310000,9.1661700,2019-12-02,2019-12,2019-12-05
WASP-84 c,WASP-84,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.44688490,0.023590,1.950,0.174,15.20000,0.04800,Mass,,,1329,0,K0,,0.77,0.85,,,,08h44m25.68s,131.1069959,+01d51m35.62s,1.8598933,100.5880000,10.8250000,8.8550000,10.5745000,2023-07-10,2023-06,2023-07-10
WD 1856+534 b,WD 1856+534,1,3,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,1.40794050,0.020400,10.400,0.928,4386.05400,13.80000,Mass,0.000000,0.18,163,0,,4710.00,0.01,0.52,,,7.92,18h57m39.76s,284.4156750,+53d30m32.49s,53.5090244,24.7359000,17.2440000,15.5480000,16.9580000,2020-12-10,2020-09,2020-12-17
Wolf 327 b,Wolf 327,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,0.57347450,0.010000,1.240,0.111,2.53000,0.00796,Mass,0.000000,233.90,996,0,M2.5 V,3542.00,0.41,0.41,-0.170,[Fe/H],4.87,09h53m30.80s,148.3783199,+35d34m13.97s,35.5705480,28.5321000,13.0180000,8.4350000,11.9522000,2024-02-05,2024-01,2024-02-05
pi Men c,HD 39091,1,1,3,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,6.26791000,0.069000,,,3.49611,0.01100,Msini,0.077000,,,0,,,,1.10,,,,05h37m11.83s,84.2992798,-80d27m52.57s,-80.4646041,18.2702000,5.6500000,4.2410000,5.5128000,2023-06-14,2022-09,2023-06-14
